address,split,label,label_source,label_strategy,requested_label_mode,label_independence,feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold,label_basis_features
0x0000000060b3a5229b09b16c8fc55e35d166deaa,train,0,future_return,future_return,future_return,independent_future_return,2026-03-19 23:32:35,2026-04-02 23:32:35,3,-708.2351,-0.5072463083043823,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x00000001636b011b7f863a8f537dfdb82fe3bedd,train,0,future_return,future_return,future_return,independent_future_return,2026-04-04 13:20:01,2026-04-18 13:20:01,17,-852.0112610319734,-0.350157289508777,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x0006af12cd4dacc450836a0e1ec6ce47365d8c63,train,0,future_return,future_return,future_return,independent_future_return,2026-03-21 06:00:11,2026-04-04 06:00:11,5,-136.5627868936845,-0.35988813445060447,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x0008454de1dcbbd955384150c30da1651de8edb0,train,0,future_return,future_return,future_return,independent_future_return,2026-04-02 15:19:57,2026-04-16 15:19:57,10,-6.830816,-0.22073899888111945,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x0013667ceb2474c99c1a406a1bef55c8cbad3c30,train,1,future_return,future_return,future_return,independent_future_return,2026-04-09 20:14:13,2026-04-23 20:14:13,7,998.7331242455091,5.787181971036833,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x0014cf85437ae3dcc7255208cfe651b376927dae,train,0,future_return,future_return,future_return,independent_future_return,2026-04-02 14:19:51,2026-04-16 14:19:51,3,2.8592617187218705,0.0944786712573708,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x001920a135f411ab7abf18d8cc4091ee8f640f6a,train,0,future_return,future_return,future_return,independent_future_return,2026-03-19 08:32:33,2026-04-02 08:32:33,11,-20.23156,-0.5837290921072525,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x00195fba8cb2f19620541244607efbc3dadb07c8,test,1,future_return,future_return,future_return,independent_future_return,2026-05-01 05:25:04,2026-05-15 05:25:04,5,50.787509,1.0157503018900362,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x001a0b690e8fa6f9911ef62bda747f5224f32323,train,0,future_return,future_return,future_return,independent_future_return,2026-03-28 07:45:07,2026-04-11 07:45:07,16,18.196999174562926,0.30943397571217174,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x00205869afa0fb65a86593abba6af620bfc316b9,train,1,future_return,future_return,future_return,independent_future_return,2026-03-30 00:46:32,2026-04-13 00:46:32,7,12642.3968873,14.279656093089375,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x0020cbd643c48eee883e8b3abb46ed0b99cd4d7e,train,0,future_return,future_return,future_return,independent_future_return,2026-03-29 20:40:18,2026-04-12 20:40:18,22,-34.00516216082157,-0.318581210001988,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x002217232504477043ab14d6ca12d45b95085f11,val,0,future_return,future_return,future_return,independent_future_return,2026-04-22 02:50:08,2026-05-06 02:50:08,29,-1635.6281532457492,-0.6311995209527518,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x00223bd2fb92f3ae7b9b7332467080508a60b3b2,test,0,future_return,future_return,future_return,independent_future_return,2026-04-27 05:59:48,2026-05-11 05:59:48,3,-6.999988,-1.0,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x0028743b98d2f97eb7f05451fc153e3039005cf9,train,0,future_return,future_return,future_return,independent_future_return,2026-03-26 14:20:23,2026-04-09 14:20:23,10,-0.4738706622276472,-0.02432939940633647,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x002ad6027f64649f26f6e861be8d950f669c8d89,train,1,future_return,future_return,future_return,independent_future_return,2026-04-17 10:49:08,2026-05-01 10:49:08,4,21.077142600000002,0.4399469099949105,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x003d1dc8fcdd530c14f2770de8de490bb4fbdc0c,train,0,future_return,future_return,future_return,independent_future_return,2026-03-21 11:23:33,2026-04-04 11:23:33,8,-12.229185,-0.6176376336588985,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x003f597a934ff403d4938452c8cccad965850857,train,1,future_return,future_return,future_return,independent_future_return,2026-03-19 22:29:15,2026-04-02 22:29:15,10,21.697184,0.6372155014182969,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x00408e14c46a05c9f36c9cf3a77fc55f56f09eb8,train,1,future_return,future_return,future_return,independent_future_return,2026-03-30 18:34:54,2026-04-13 18:34:54,4,120.87218849636703,0.5648233041226952,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x004374d4fccdb5ea914f8f889ff42e4cd529a525,train,0,future_return,future_return,future_return,independent_future_return,2026-04-16 06:58:38,2026-04-30 06:58:38,5,-2.3467281173155214,-0.07002732244682357,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
0x0045a7a976e73bdf3d941d3f05781ee260d59007,train,0,future_return,future_return,future_return,independent_future_return,2026-04-16 02:05:18,2026-04-30 02:05:18,3,-131.7978749806873,-1.0,0.4323865591649691,"feature_cutoff,label_window_end,future_n_resolved_trades,future_net_profit,future_roi,future_return_threshold"
